response;title;year;rated;released;runtime;genre;director;writer;actors;plot;language;country;awards;poster;metascore;imdbRating;imdbVotes;imdbID;type;season;episode;seriesID
True;Saps at Sea;1940;APPROVED;03 May 1940;57 min;Comedy;Gordon Douglas;Charley Rogers (original story), Felix Adler (original story), Gilbert Pratt (original story), Harry Langdon (original story), Charley Rogers (screenplay), Felix Adler (screenplay), Gilbert Pratt (screenplay), Harry Langdon (screenplay);Stan Laurel, Oliver Hardy, James Finlayson, Ben Turpin;Oliver suffers a nervous breakdown as a result of working in a horn factory, but when he follows doctor's orders about sea air, he finds an ex-con is aboard.;English;USA;N/A;http://ia.media-imdb.com/images/M/MV5BMjE5MTc0ODQxNl5BMl5BanBnXkFtZTYwMTQyMzk4._V1_SX300.jpg;N/A;7,2;1,700;tt0033022;movie;;;
True;Elmer's Pet Rabbit;1941;APPROVED;04 Jan 1941;8 min;Family, Animation, Short;Chuck Jones;Rich Hogan (story);Mel Blanc, Arthur Q. Bryan;Elmer Fudd spots Bugs in a pet shop window, but after he takes him home Bugs heckles him and complains about having to eat carrots.;English;USA;N/A;http://ia.media-imdb.com/images/M/MV5BMTI3NTU0NzQyM15BMl5BanBnXkFtZTcwODcxODAwMQ@@._V1_SX300.jpg;N/A;6,8;269;tt0033575;movie;;;
True;The Ghost Train;1941;N/A;05 May 1941;85 min;Comedy, Horror;Walter Forde;Marriott Edgar (dialogue), Val Guest (dialogue), J.O.C. Orton, Arnold Ridley (play);Arthur Askey, Richard Murdoch, Kathleen Harrison, Peter Murray-Hill;Hijinks and chills ensue when a group become stranded at an isolated station and a legendary phantom train approaches....;English;UK;N/A;http://ia.media-imdb.com/images/M/MV5BMTQ2MzgxMjU5NV5BMl5BanBnXkFtZTcwODUyMTIzMQ@@._V1_SX300.jpg;N/A;6,4;906;tt0033660;movie;;;
True;Whistling in the Dark;1941;PASSED;08 Aug 1941;78 min;Comedy, Mystery;S. Sylvan Simon;Robert MacGunigle (screenplay), Harry Clork (screenplay), Albert Mannheimer (screenplay), Laurence Gross (play), Edward Childs Carpenter (play);Red Skelton, Conrad Veidt, Ann Rutherford, Virginia Grey;Radio crime show host 'The Fox' along with his fiancée and ex-girlfriend are kidnapped by a larcenous cult who demand that he help them plan a perfect murder.;English;USA;N/A;http://ia.media-imdb.com/images/M/MV5BMTg0OTU1NTcyNF5BMl5BanBnXkFtZTcwNTQ2NTk5Mw@@._V1_SX300.jpg;N/A;6,9;603;tt0034389;movie;;;
True;Fraidy Cat;1942;APPROVED;17 Jan 1942;8 min;Family, Animation, Short;Joseph Barbera, William Hanna;N/A;William Hanna, Lillian Randolph, Martha Wentworth;"Tom hears a ghost story on the radio and is spooked by it; Jerry notices this and takes advantage of it, using a variety of tricks to scare Tom.";English;USA;N/A;http://ia.media-imdb.com/images/M/MV5BMTIwMDAzOTE5NF5BMl5BanBnXkFtZTcwMzAzMjAyMQ@@._V1_SX300.jpg;N/A;7,3;502;tt0034753;movie;;;
True;The Gay Sisters;1942;APPROVED;01 Aug 1942;110 min;Drama, Romance;Irving Rapper;Lenore J. Coffee (screenplay), Stephen Longstreet (novel);Barbara Stanwyck, George Brent, Geraldine Fitzgerald, Donald Crisp;Fiona, Evelyn and Susanna are sisters. Their mother dies on the Lusitania, their father is killed in France, they must manage their Fifth Avenue mansion by themselves. Fiona marries Charles...;English;USA;N/A;N/A;N/A;6,7;480;tt0034770;movie;;;
True;The Desperadoes;1943;APPROVED;25 May 1943;87 min;Action, Comedy, Romance;Charles Vidor;Robert Carson (screenplay), Max Brand (original story);Randolph Scott, Claire Trevor, Glenn Ford, Evelyn Keyes;A wanted outlaw arrives in town to rob a bank that has already been held up! His past and his friendship with the sheriff land them both in trouble.;English;USA;N/A;http://ia.media-imdb.com/images/M/MV5BMTcwNjc5NzEyMF5BMl5BanBnXkFtZTgwNTg5ODgwMzE@._V1_SX300.jpg;N/A;6,4;755;tt0035798;movie;;;
True;Watch on the Rhine;1943;APPROVED;27 Aug 1943;114 min;Drama;Herman Shumlin, Hal Mohr;Dashiell Hammett (screen play), Lillian Hellman (additional scenes and dialogue), Lillian Hellman (from the stage play by);Bette Davis, Paul Lukas, Geraldine Fitzgerald, Lucile Watson;Sara and Kurt Muller and their three children are returning to her mother's home in Washington DC after 18 years in Europe. A Romanian Count living there discovers Kurt's attache case full ...;English, German;USA;Won 1 Oscar. Another 4 wins & 3 nominations.;http://ia.media-imdb.com/images/M/MV5BMTMwNTc1MDA3MF5BMl5BanBnXkFtZTcwMTM1MjQxMw@@._V1_SX300.jpg;N/A;7,4;2,624;tt0036515;movie;;;
True;We Dive at Dawn;1943;N/A;28 Jun 1943;98 min;Action, Drama, War;Anthony Asquith;J.B. Williams (story), Val Valentine (story), J.B. Williams (screenplay), Val Valentine (screenplay);John Mills, Louis Bradfield, Ronald Millar, Jack Watling;All leave is canceled so that a British submarine can be sent after a new German warship. They chase it so far that they have no fuel to get home.;English, German;UK;N/A;http://ia.media-imdb.com/images/M/MV5BMTMzNjQ2MTcxNF5BMl5BanBnXkFtZTcwNjEyNDUxMQ@@._V1_SX300.jpg;N/A;6,8;927;tt0036516;movie;;;
True;Cover Girl;1944;NOT RATED;30 Mar 1944;107 min;Comedy, Musical, Romance;Charles Vidor;Virginia Van Upp (screenplay), Marion Parsonnet (adaptation), Paul Gangelin (adaptation), Erwin S. Gelsey (story);Rita Hayworth, Gene Kelly, Lee Bowman, Phil Silvers;"Rusty Parker wins a contest and becomes a celebrated cover girl; this endangers her romance with dancing mentor Danny.";English;USA;Won 1 Oscar. Another 4 nominations.;http://ia.media-imdb.com/images/M/MV5BMTIwNjU1NzA5M15BMl5BanBnXkFtZTcwMjg3MzAwMQ@@._V1_SX300.jpg;N/A;6,9;3,247;tt0036723;movie;;;
True;Christmas in Connecticut;1945;NOT RATED;11 Aug 1945;102 min;Comedy, Romance;Peter Godfrey;Lionel Houser (screenplay), Adele Comandini (screenplay), Aileen Hamilton (story);Barbara Stanwyck, Dennis Morgan, Sydney Greenstreet, Reginald Gardiner;A food writer who has lied about being the perfect housewife must try to cover her deception when her boss and a returning war hero invite themselves to her home for a traditional family Christmas.;English, German;USA;N/A;http://ia.media-imdb.com/images/M/MV5BNjg3NzEyMzEwNV5BMl5BanBnXkFtZTYwODYzMTc5._V1_SX300.jpg;N/A;7,5;4,677;tt0037595;movie;;;
True;Confidential Agent;1945;APPROVED;10 Nov 1945;118 min;Drama, Thriller;Herman Shumlin;Graham Greene (novel), Robert Buckner (screenplay);Charles Boyer, Lauren Bacall, Victor Francen, Wanda Hendrix;During the Spanish Civil War, a republican courier travels to England to try and buy coal. He meets with an amount of local hostility, while his life is at risk from those on the fascist ...;English;USA;N/A;http://ia.media-imdb.com/images/M/MV5BMTM2NjUyMTU1NF5BMl5BanBnXkFtZTYwMzA4MjQ2._V1_SX300.jpg;N/A;6,6;620;tt0037610;movie;;;
True;The Crime Doctor's Courage;1945;N/A;27 Feb 1945;70 min;Mystery;George Sherman;Max Marcin (radio series characters), Eric Taylor (story);Warner Baxter, Hillary Brooke, Jerome Cowan, Mark Roberts;Dr. Ordway looks into death of man whose first 2 wives were murdered.;English;USA;N/A;N/A;N/A;6,1;185;tt0037620;movie;;;
True;Salome Where She Danced;1945;APPROVED;17 Apr 1945;90 min;Drama, Music, War;Charles Lamont;Laurence Stallings (screenplay), Michael J. Phillips (from an original story by);Yvonne De Carlo, Rod Cameron, David Bruce, Walter Slezak;The camp classic drama that catapolted De Carlo into stardom. During the Austrian-Prussian war, Anna Marie (De Carlo) is a dancer who is forced to flee her country after she is accused of ...;English;USA;N/A;http://ia.media-imdb.com/images/M/MV5BMTQ0OTQ5NTgyNl5BMl5BanBnXkFtZTgwNjgzMDM1MjE@._V1_SX300.jpg;N/A;5,5;159;tt0038046;movie;;;
True;Strangler of the Swamp;1946;NOT RATED;02 Jan 1946;59 min;Drama, Fantasy, Horror;Frank Wisbar;Frank Wisbar (original story), Leo J. McCarthy (original story), Harold Erickson (additional dialogue), Frank Wisbar (screenplay);Rosemary La Planche, Robert Barrat, Blake Edwards, Charles Middleton;A number of swamp land men have died by strangulation and the inhabitants believe that an innocent man they hanged is seeking revenge on all of the male descendants of those responsible for...;English;USA;N/A;http://ia.media-imdb.com/images/M/MV5BNTgxNzQwNjQzOV5BMl5BanBnXkFtZTcwNjQ1MzIyMQ@@._V1_SX300.jpg;N/A;6,5;346;tt0038129;movie;;;
True;Acrobatty Bunny;1946;APPROVED;29 Jun 1946;8 min;Family, Animation, Short;Robert McKimson;Warren Foster (story);Mel Blanc;When the circus arrives they put the lion's cage right over Bugs' rabbit hole.;English;USA;N/A;http://ia.media-imdb.com/images/M/MV5BMTY2NjQzMjA2NF5BMl5BanBnXkFtZTcwMzY2NzAzMQ@@._V1_SX300.jpg;N/A;7,3;530;tt0038286;movie;;;
True;Faithful in My Fashion;1946;N/A;22 Aug 1946;81 min;Comedy, Romance;Sidney Salkow;Lionel Houser;Donna Reed, Tom Drake, Edward Everett Horton, Spring Byington;A U.S. Army sergeant is home on leave to reconnect with his girlfriend he hopes to marry. However, in the years he's been away, she's gotten a huge promotion where they used to work together - and has become engaged to another man.;English;USA;N/A;N/A;N/A;6;168;tt0038517;movie;;;
True;Stairway to Heaven;1946;APPROVED;01 Mar 1947;104 min;Comedy, Drama, Fantasy;Michael Powell, Emeric Pressburger;Michael Powell, Emeric Pressburger;David Niven, Kim Hunter, Robert Coote, Kathleen Byron;A British wartime aviator who cheats death must argue for his life before a celestial court.;English, French, Russian;UK;1 win & 2 nominations.;http://ia.media-imdb.com/images/M/MV5BMjIwNTU4OTUxOV5BMl5BanBnXkFtZTcwODEzODY4OQ@@._V1_SX300.jpg;N/A;8,1;13,274;tt0038733;movie;;;
True;Mr. Blandings Builds His Dream House;1948;APPROVED;04 Jun 1948;94 min;Comedy, Romance;H.C. Potter;Eric Hodgins (novel), Norman Panama (written for the screen by), Melvin Frank (written for the screen by);Cary Grant, Myrna Loy, Melvyn Douglas, Reginald Denny;A man and his wife decide they can afford to have a house in the country built to their specifications. It's a lot more trouble than they think.;English;USA;1 nomination.;http://ia.media-imdb.com/images/M/MV5BMTUzMTU1OTIzOV5BMl5BanBnXkFtZTgwNzcyODU0MjE@._V1_SX300.jpg;N/A;7,4;7,706;tt0040613;movie;;;
True;Shivering Sherlocks;1948;APPROVED;08 Jan 1948;17 min;Comedy, Short;Del Lord;Del Lord (story), Elwood Ullman (story);Shemp Howard, Larry Fine, Moe Howard, Christine McIntyre;The stooges witness an armed robbery and are brought in by the cops as suspects. After passing a lie detector test, the boys are freed but are now the only ones who can identify the crooks....;English;USA;N/A;http://ia.media-imdb.com/images/M/MV5BMTk2MjI2NTc1MV5BMl5BanBnXkFtZTcwNTMzNTEzMQ@@._V1_SX300.jpg;N/A;7,2;251;tt0040781;movie;;;
True;That Lady in Ermine;1948;APPROVED;25 Sep 1948;89 min;Comedy, Fantasy, Musical;Ernst Lubitsch, Otto Preminger;Samson Raphaelson (screenplay);Betty Grable, Douglas Fairbanks Jr., Cesar Romero, Walter Abel;Circa 1861, Angelina, ruling countess of an Italian principality, is at a loss when invaded by a Hungarian army. Her lookalike ancestress Francesca, who saved a similar situation 300 years ...;English;USA;Nominated for 1 Oscar. Another 1 nomination.;http://ia.media-imdb.com/images/M/MV5BMjExNTgxMTE5NF5BMl5BanBnXkFtZTcwMjk4Mjc3MQ@@._V1_SX300.jpg;N/A;5,9;455;tt0040869;movie;;;
True;There's Good Boos To-Night;1948;APPROVED;23 Apr 1948;7 min;Animation, Short, Drama;Izzy Sparber;Bill Turner (story), Larry Riley (story);Frank Gallop;Casper makes friends with a fox cub. But the new friendship is threatened when a fox hunter and his two hounds come on the scene.;English;USA;N/A;http://ia.media-imdb.com/images/M/MV5BMTE5OTcyMTM3Nl5BMl5BanBnXkFtZTcwOTYwMTAzMQ@@._V1_SX300.jpg;N/A;6,8;184;tt0040871;movie;;;
True;A Connecticut Yankee in King Arthur's Court;1949;N/A;22 Apr 1949;106 min;Comedy, Family, Fantasy;Tay Garnett;Mark Twain (novel), Edmund Beloin;Bing Crosby, Rhonda Fleming, Cedric Hardwicke, William Bendix;A singing mechanic from 1912 finds himself in Arthurian Britain.;English;USA;N/A;http://ia.media-imdb.com/images/M/MV5BMTQ2MzM0NzE4N15BMl5BanBnXkFtZTcwODIyNDcxMQ@@._V1_SX300.jpg;N/A;6,7;1,637;tt0041259;movie;;;
True;Once More, My Darling;1949;S;24 Jun 1950;1 h 32 min;Comedy;Robert Montgomery;Robert Carson, Robert Carson;Robert Montgomery, Ann Blyth, Jane Cowl, Charles McGraw;Movie star Collier Laing is recalled to active duty with the Army Criminal Investigation Division. His...;N/A;N/A;N/A;N/A;N/A;6,7;65;tt0041717;movie;;;
True;Who Done It?;1949;N/A;03 Mar 1949;16 min;Comedy, Short;Edward Bernds;Edward Bernds (story), Edward Bernds (screenplay);Shemp Howard, Larry Fine, Moe Howard, Christine McIntyre;The stooges are private detectives looking for a missing millionaire. They wander around the millionaire's spooky mansion confronting various crooks and a dangerous dame. The stooges ...;English;USA;N/A;http://ia.media-imdb.com/images/M/MV5BMTI0OTU1MzIxM15BMl5BanBnXkFtZTcwMzczNTMyMQ@@._V1_SX300.jpg;N/A;8,1;292;tt0042042;movie;;;
True;Utopia;1951;N/A;14 Dec 1954;82 min;Comedy;Léo Joannon, John Berry, Alfred J. Goulding, Tim Whelan;Monte Collins (additional material), Léo Joannon (story), John D. Klorer (dialogue), John D. Klorer (screenplay), Isabelle Kloucowsky (dialogue), Frederick Kohner, Piero Tellini, René Wheeler;Stan Laurel, Oliver Hardy, Suzy Delair, Max Elloy;Heading for a newly inherited island, the boys are shipwrecked and marooned on an atoll which has just emerged from the sea. Along with their cook, a stowaway and a girl who is fleeing her ...;French;France, Italy;N/A;http://ia.media-imdb.com/images/M/MV5BMjEyMDIxNDc2NV5BMl5BanBnXkFtZTcwMTIzMzU1MQ@@._V1_SX300.jpg;N/A;5,6;1,297;tt0042210;movie;;;
True;Captain Blackjack;1950;N/A;20 Dec 1950;90 min;Adventure;Julien Duvivier, José Antonio Nieves Conde;Julien Duvivier (screenplay), Julien Duvivier (story), Robert Gaillard (story), Michael Pertwee (dialogue), Roland Pertwee (story), Charles Spaak (screenplay), Charles Spaak (story);George Sanders, Herbert Marshall, Patricia Roc, Agnes Moorehead;Bold and attractive, Mike Alexander is an American who smuggles drugs across the Spanish Mediterranean. Ingrid Dekker is in love with him while the double-crossing Emily Birk tries to ...;English;Spain, USA, France;N/A;N/A;N/A;6,3;57;tt0042255;movie;;;
True;Cinderella;1950;APPROVED;04 Mar 1950;74 min;Animation, Family, Fantasy;Clyde Geronimi, Wilfred Jackson, Hamilton Luske;Charles Perrault (from the original classic by), Bill Peet (story), Erdman Penner (story), Ted Sears (story), Winston Hibler (story), Homer Brightman (story), Harry Reeves (story), Ken Anderson (story), Joe Rinaldi (story);Ilene Woods, Eleanor Audley, Verna Felton, Claire Du Brey;When Cinderella's cruel stepmother prevents her from attending the Royal Ball, she gets some unexpected help from the lovable mice Gus and Jaq, and from her Fairy Godmother.;English;USA;Nominated for 3 Oscars. Another 4 wins & 4 nominations.;http://ia.media-imdb.com/images/M/MV5BMjI5NTcxMjE5N15BMl5BanBnXkFtZTgwNzYyNTM3MjE@._V1_SX300.jpg;N/A;7,3;100,064;tt0042332;movie;;;
True;The Sundowners;1950;PASSED;02 Feb 1950;83 min;Action, Adventure, History;George Templeton;Alan Le May, Alan Le May (story);Robert Preston, Robert Sterling, Chill Wills, Cathy Downs;Brother is pitted against brother in this tale of fueding ranchers in the old west.;English;USA;N/A;http://ia.media-imdb.com/images/M/MV5BMjE3MjYyNjgwM15BMl5BanBnXkFtZTcwMTI2MjgyMQ@@._V1_SX300.jpg;N/A;5,8;271;tt0043013;movie;;;
True;The Tattooed Stranger;1950;PASSED;09 Feb 1950;64 min;Crime, Drama, Film-Noir;Edward Montagne;Philip H. Reisman Jr. (original screenplay);John Miles, Patricia Barry, Walter Kinsella, Frank Tweddell;The body of an unknown woman turns up in a stolen car abandoned in a New York park, and the only clue the detectives on the case have to work from is the tattoo on her arm, and the fact ...;English;USA;N/A;http://ia.media-imdb.com/images/M/MV5BOWFkY2I0ZGItMzdjOS00ZWM5LTg5OTctY2VjNTZkNTIxZGZhXkEyXkFqcGdeQXVyMTYzNTE3NDA@._V1_SX300.jpg;N/A;5,9;456;tt0043027;movie;;;
True;The Wooden Horse;1950;N/A;16 Oct 1950;101 min;Drama, History, War;Jack Lee, Ian Dalrymple;Eric Williams (screenplay), Eric Williams (adapted from his novel by);Leo Genn, David Tomlinson, Anthony Steel, David Greene;True story of three British POWs and their attempt to escape from Nazi Germany.;English, German, Danish, French;UK;N/A;http://ia.media-imdb.com/images/M/MV5BMjE0MDYzOTY2Nl5BMl5BanBnXkFtZTcwMzQxNzgxMQ@@._V1_SX300.jpg;N/A;7;835;tt0043147;movie;;;
True;Anne of the Indies;1951;N/A;18 Oct 1951;81 min;Action, Adventure, Drama;Jacques Tourneur;Philip Dunne (screenplay), Arthur Caesar (screenplay), Herbert Ravenel Sass (story);Jean Peters, Louis Jourdan, Debra Paget, Herbert Marshall;In order to recover his ship impounded by the British,former pirate captain LaRochelle agrees to spy on the notorious Caribbean Sea pirates Blackbeard and Anne Providence.;English;USA;N/A;http://ia.media-imdb.com/images/M/MV5BMTYyMDM2ODU3NF5BMl5BanBnXkFtZTcwNDkwOTgyMQ@@._V1_SX300.jpg;N/A;6,8;717;tt0043288;movie;;;
True;David and Bathsheba;1951;APPROVED;10 Aug 1951;116 min;Drama, History, Romance;Henry King;Philip Dunne (written for the screen by);Gregory Peck, Susan Hayward, Raymond Massey, Kieron Moore;After King David sees the beautiful Bathsheba bathing from the palace roof, he enters into an adulterous affair which has tragic consequences for his family and Israel.;English;USA;Nominated for 5 Oscars. Another 1 win & 3 nominations.;http://ia.media-imdb.com/images/M/MV5BMTcyMTM2NzUyMl5BMl5BanBnXkFtZTcwNjQ1NjA0MQ@@._V1_SX300.jpg;N/A;6,1;1,323;tt0043455;movie;;;
True;Gerald McBoing-Boing;1950;APPROVED;02 Nov 1950;8 min;Animation, Short, Comedy;Robert Cannon;Dr. Seuss (story), Bill Scott (story), Phil Eastman (story);Marvin Miller;The story of a little boy who would only talk in sound effects. With story by Dr. Seuss (and Bill Scott of Rocky and Bullwinkle fame) this cartoon won the Oscar for best short subject (animated) for 1950.;English;USA;Won 1 Oscar. Another 2 wins.;http://ia.media-imdb.com/images/M/MV5BMTI1ODQyNzg2N15BMl5BanBnXkFtZTcwMzYwOTYzMQ@@._V1_SX300.jpg;N/A;7,2;1,221;tt0043581;movie;;;
True;Happy Go Lovely;1951;APPROVED;03 Sep 1951;97 min;Comedy, Musical, Romance;H. Bruce Humberstone;Val Guest (screenplay), Friedrich Dammann (based on a film story by), Herbert Rosenfeld (based on a film story by);David Niven, Vera-Ellen, Cesar Romero, Bobby Howes;B.G. Bruno, a rich bachelor, the head of a successful greeting-card company in Scotland, is essentially a kind man but respectable to the point of stodginess and extreme stuffiness. An ...;English;UK;N/A;http://ia.media-imdb.com/images/M/MV5BMjEzOTUwMjQwMl5BMl5BanBnXkFtZTcwMDY5MDIyMQ@@._V1_SX300.jpg;N/A;6,5;506;tt0043618;movie;;;
True;Miracle in Milan;1951;N/A;17 Dec 1951;100 min;Comedy, Drama, Fantasy;Vittorio De Sica;Cesare Zavattini (novel), Cesare Zavattini (screenplay), Vittorio De Sica (screenplay), Suso Cecchi D'Amico (screenplay), Mario Chiari (screenplay), Adolfo Franci (screenplay);Emma Gramatica, Francesco Golisano, Paolo Stoppa, Guglielmo Barnabò;An old woman finds a baby among the cauliflowers in her garden. She takes care of the orphan, and calls him Totò. When she dies, he is sent to an orphanage, which he leaves as a teenager. ...;Italian, English;Italy;Nominated for 2 BAFTA Film Awards. Another 4 wins.;http://ia.media-imdb.com/images/M/MV5BMTUxMTg2ODQ2OV5BMl5BanBnXkFtZTgwNTI5NDYyMjE@._V1_SX300.jpg;N/A;7,8;4,032;tt0043809;movie;;;
True;Strangers on a Train;1951;APPROVED;30 Jun 1951;101 min;Crime, Film-Noir, Thriller;Alfred Hitchcock;Raymond Chandler (screen play), Czenzi Ormonde (screen play), Whitfield Cook (adaptation), Patricia Highsmith (from the novel by);Farley Granger, Ruth Roman, Robert Walker, Leo G. Carroll;A psychotic socialite confronts a pro tennis star with a theory on how two complete strangers can get away with murder - a theory that he plans to implement.;English, French;USA;Nominated for 1 Oscar. Another 1 win & 1 nomination.;http://ia.media-imdb.com/images/M/MV5BMTcwNzk0MTQxMF5BMl5BanBnXkFtZTcwNjM5NTIwNA@@._V1_SX300.jpg;N/A;8,1;92,347;tt0044079;movie;;;
